ERAID|Title|Acronym|Rank|FoR1|FoR1 Name|FoR2|FoR2 Name|FoR3|FoR3 Name
42814|European Workshop on Advanced Mobile Robots|EuroBot|C|0910|Manufacturing Engineering||||
42830|FIRA Robot World Congress|FIRA|C|0910|Manufacturing Engineering||||
42862|Global Conference on Sustainable Product Development and Life Cycle Engineering||B|0910|Manufacturing Engineering|0913|Mechanical Engineering|0915|Interdisciplinary Engineering
42893|IEEE Conference in Industrial Electronics and Applications||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
42993|IEEE International Symposium on Electronics and the Environment||B|0910|Manufacturing Engineering|0907|Environmental Engineering||
43189|International Conference for Bulk Materials Storage, Handling and Transportation||A|0910|Manufacturing Engineering|0913|Mechanical Engineering|0915|Interdisciplinary Engineering
43209|International Conference on Advanced Materials Processing||B|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43210|International Conference on Advances and Trends in Engineering Materials and Their Applications||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43214|International Conference on Advances in Materials and Processing Technologies||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43219|International Conference On Agile Manufacturing||A|0910|Manufacturing Engineering|0913|Mechanical Engineering|0915|Interdisciplinary Engineering
43236|International Conference on Automation, Robotics and Control Systems|ARCS|C|0910|Manufacturing Engineering||||
43243|International Conference on CAD/CAM, Robotics and Factories of the Future|RFF|C|0910|Manufacturing Engineering||||
43257|International Conference on Composite Materials||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43335|International Conference on Engineering Computational Technology||B|0910|Manufacturing Engineering|0905|Civil Engineering|0913|Mechanical Engineering
43338|International Conference on Enhancement and Promotion of Computational Methods in Engineering and Science||A|0910|Manufacturing Engineering|0913|Mechanical Engineering|0905|Civil Engineering
43350|International Conference on Field and Service Robotics|FSR|A|0910|Manufacturing Engineering||||
43439|International Conference on Leading Edge Manufacturing in 21st Century||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43452|International Conference on Mechanics of structures, Materials and System||B|0910|Manufacturing Engineering|0905|Civil Engineering||
43454|International Conference on Metal Forming||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43476|International Conference on New Forming Technology||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43480|International Conference on Numerical Methods in Industrial Forming Processes||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43500|International Conference on Product Research||B|0910|Manufacturing Engineering|0913|Mechanical Engineering|0915|Interdisciplinary Engineering
43512|International Conference on Robotics|ROVPIA|C|0910|Manufacturing Engineering||||
43540|International Conference on Steel Rolling||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43542|International Conference on Surface Finishing Technology and Surface Engineering|ICSFT2008|A|0910|Manufacturing Engineering|0913|Mechanical Engineering|0915|Interdisciplinary Engineering
43549|International Conference on Technology of Plasticity||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43591|International Conferences on Progress of Machining Technology||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43599|International Congress on Industrial and Applied Mathematics||B|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43633|International Manufacturing Leaders Forum||C|0910|Manufacturing Engineering|0913|Mechanical Engineering|0915|Interdisciplinary Engineering
43652|International Symposium on Advanced Technology for Plasticity||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43653|International Symposium on Advances in Abrasive Technology||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43664|International Symposium on Automation and Robotics in Construction|SARC|C|0910|Manufacturing Engineering||||
43712|International Symposium on Plasticity and Its Current Applications||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43714|International Symposium on Robotics|ISR|A|0910|Manufacturing Engineering||||
43715|International Symposium on Robotics Research|ISSR|A|0910|Manufacturing Engineering||||
43735|International Tribology Conference in Australia||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43885|JSME/ASME International Conference on Materials and Processing||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
43911|Mechatronics and Machine Vision in Practice|M2VIP|B|0910|Manufacturing Engineering||||
44014|Robotics: Systems and Science|RSS|A|0910|Manufacturing Engineering||||
44081|Symposium on Advanced Structural Steels and New Rolling Technologies||B|0910|Manufacturing Engineering|0915|Interdisciplinary Engineering||
42475|Australasian Coasts and Ports Conference||A|0911|Maritime Engineering ||||
42500|Australasian Port and Harbour Conference||A|0911|Maritime Engineering ||||
42595|Coastal Environment||C|0911|Maritime Engineering ||||
43349|International Conference on Fast Sea Transportation||A|0911|Maritime Engineering |0913|Mechanical Engineering||
43375|International Conference on High Performance Yacht Design||A|0911|Maritime Engineering |0913|Mechanical Engineering||
43481|International Conference on Ocean, Offshore and Arctic Engineering||A|0911|Maritime Engineering |0913|Mechanical Engineering|0907|Environmental Engineering
43634|International Maritime Conference||B|0911|Maritime Engineering ||||
43734|International Towing Tank Conference||A|0911|Maritime Engineering ||||
44012|RINA International Conference on Military Support Ships||C|0911|Maritime Engineering ||||
44144|US Office of Naval Research Symposium on Naval Hydrodynamics||C|0911|Maritime Engineering ||||
42383|American Society of Mechanical Engineering||A|0913|Mechanical Engineering|0905|Civil Engineering|0903|Biomedical Engineering 
42392|Annual Conference of the Australian Acoustical Society||A|0913|Mechanical Engineering|1201|Architecture|0999|Other Engineering
42433|Asia Pacific Conference on Combustion||B|0913|Mechanical Engineering||||
42460|Asia-Pacific Vibration Conference||B|0913|Mechanical Engineering|0915|Interdisciplinary Engineering||
42494|Australasian Fluid Mechanics Conference||A|0913|Mechanical Engineering||||
42521|Australian Combustion Symposium||C|0913|Mechanical Engineering||||
42526|Australian Conference on Laser Diagnostics in Fluid Mechanics and Combustion||B|0913|Mechanical Engineering||||
42534|Australian Geothermal Energy Conference||C|0913|Mechanical Engineering||||
42683|Corrosion and Prevention||A|0913|Mechanical Engineering||||
42894|IEEE Conference on Automation Science and Engineering||B|0913|Mechanical Engineering|0910|Manufacturing Engineering||
42903|IEEE Conference on Robotics, Automation and Mechatronics||A|0913|Mechanical Engineering|0910|Manufacturing Engineering||
42955|IEEE International Conference on Mechatronics and Automation||B|0913|Mechanical Engineering|0910|Manufacturing Engineering||
42966|IEEE International Conference on Robots and Automation||A|0913|Mechanical Engineering|0910|Manufacturing Engineering||
42261|IEEE/RSJ International Conference on Intelligent Robots and Systems|IROS|A|0913|Mechanical Engineering|0910|Manufacturing Engineering||
43344|International conference on ER fluids and MR suspensions||A|0913|Mechanical Engineering|0915|Interdisciplinary Engineering||
43353|International Conference on Fluid Control, Measurements, and Visualization||B|0913|Mechanical Engineering|0901|Aerospace Engineering|0915|Interdisciplinary Engineering
43354|International Conference on Fluid Mechanics||B|0913|Mechanical Engineering|0901|Aerospace Engineering|0915|Interdisciplinary Engineering
43596|International Congress of Theoretical and Applied Mechanics||A|0913|Mechanical Engineering||||
43598|International Congress on Fracture||A|0913|Mechanical Engineering|0901|Aerospace Engineering||
43601|International Corrosion Congress||A|0913|Mechanical Engineering||||
43616|International Heavy Haul Association Conference||A|0913|Mechanical Engineering|0905|Civil Engineering|0915|Interdisciplinary Engineering
43617|International Heavy Haul Conference||A|0913|Mechanical Engineering|0905|Civil Engineering|0915|Interdisciplinary Engineering
43640|International Pipeline Conference||A|0913|Mechanical Engineering|0914|Resources Engineering and Extractive Metallurgy||
43853|International Symposium on Active Control of Sound and Vibration||A|0913|Mechanical Engineering||||
43671|International Symposium on Combustion||A|0913|Mechanical Engineering||||
43729|International Symposium on Vehicle System Dynamics||A|0913|Mechanical Engineering||||
43866|IUTAM Symposia series||A|0913|Mechanical Engineering|0901|Aerospace Engineering||
43928|NACE International - Corrosion||A|0913|Mechanical Engineering||||
43989|Powders and Grains||A|0913|Mechanical Engineering||||
42677|Contact Mechanics||A|1299|Other Built Environment and Design||||
42455|Asia-Pacific Forum on Engineering and Technology Education|AFETE|C|0999|Other Engineering||||
43337|International Conference on Engineering Education|ICEE|C|0999|Other Engineering||||
42323|ACM SIGUCCS Conference on User Services|SIGUCCS|C|0899|Other Information and Computing Sciences||||
42324|ACM Special Interest Group on Computer Science Education Conference|SIGCSE|A|0899|Other Information and Computing Sciences||||
